id,x,y,z
1479,427415.16,2801519.61,13.63
1480,427393.36,2801562.54,13.89
1481,427410.99,2801546.57,13.71
1482,427442.07,2801507.67,13.07
1483,427438.85,2801526.33,13.3
1484,427429.73,2801541.12,13.68
1485,427422.53,2801574.71,13.89
1486,427459.15,2801520.3,13.17
1487,427449.21,2801540.2,13.37
1488,427443.98,2801568.41,13.45
1489,427435.73,2801587.94,14.22
1490,427473.55,2801546.77,13.46
1491,427461.2,2801567.07,13.52
1492,427490.43,2801535.52,12.89
1493,427460.61,2801594.57,13.45
1494,427477.24,2801577.71,13.58
1495,427499.97,2801560.01,13.22
1496,427515.76,2801549.37,13.54
1497,427480.92,2801604.41,13.75
1498,427504.32,2801576.77,13.59
1499,427521.87,2801566.14,13.87
1500,427497.63,2801608.79,13.36
1501,427509.21,2801595.9,13.44
1502,427529.09,2801582.14,13.48
1503,427549.28,2801563.29,12.97
1504,427533.64,2801605.57,13.49
1505,427523.4,2801627.46,12.89
1506,427551.91,2801581.47,13.36
1507,427566.82,2801569.23,13.49
1508,427552.13,2801611.94,13.01
1509,427542.83,2801632.35,13.1
1510,427565.44,2801594.85,12.98
1511,427582.92,2801582.89,13.44
1512,427581.71,2801601.51,12.91
1513,427565.44,2801624.23,13.05
1514,427599.92,2801580.44,12.97
1515,427563.38,2801641.35,12.55
1516,427599.06,2801602.94,12.94
1517,427575.22,2801654.08,12.9
1518,427591.83,2801630.05,12.59
1519,427592.16,2801647.79,12.42
1520,427628.25,2801590.18,12.5
1521,427609.4,2801635.73,12.88
1522,427622.21,2801616.93,12.61
1523,427611.51,2801662.85,12.25
1524,427658.33,2801601.55,13.12
1525,427639.87,2801627.87,12.64
1526,427633.88,2801648.67,12.55
1527,427632.55,2801668.48,12.44
1528,427660.07,2801633.84,13.35
1529,427678.78,2801618.96,13.09
1530,427655.68,2801660.02,12.48
1531,427668.98,2801649.08,12.99
1532,427649.6,2801679.2,11.65
1533,427697.7,2801616.3,12.91
1534,427695.65,2801634.29,13.07
1535,427690.16,2801663.09,12.6
1536,427714.73,2801632.75,12.82
1537,427680.44,2801685.51,12.5
1538,427726.88,2801616.32,12.71
1539,427710.94,2801656.66,12.91
1540,427730.21,2801640.31,13.02
1541,427705.98,2801682.02,12.33
1542,427746.57,2801623.35,12.67
1543,427722.39,2801672.25,12.46
1544,427759.85,2801644.52,12.61
1545,427739.39,2801672.1,12.69
1546,427769.91,2801629.74,12.68
1547,427733.11,2801696.23,11.88
1548,427778.03,2801649.48,12.86
1549,427750.83,2801698.23,12.48
1550,427769.26,2801676.36,12.34
1551,427799.27,2801632.04,13.09
1552,427795.21,2801653.69,13.27
1553,427769.25,2801694.4,12.46
1554,427788.7,2801673.33,12.81
1555,427811.75,2801648.73,12.84
1556,427792.73,2801692.44,12.3
1557,427829.48,2801641.58,12.09
1558,427822.7,2801663.74,12.11
1559,427801.94,2801706.75,12.62
1560,427821.13,2801687.48,12.11
1561,427853.98,2801657.21,12.43
1562,427842.84,2801675.37,12.28
1563,427824.42,2801709.23,12.41
1564,427867.04,2801644.6,11.42
1565,427847.36,2801692.99,12.94
1566,427860.08,2801677.39,13.42
1567,427876.61,2801667.03,12.25
1568,427864.78,2801696.71,12.37
1569,427855.44,2801713.89,11.95
1570,427894.97,2801660.69,12.33
1571,427883.76,2801698.69,12.33
1572,427874.94,2801716.44,12.63
1573,427914.45,2801651.45,13.22
1574,427907.13,2801678.62,12.18
1575,427932.42,2801648.4,12.78
1576,427925.28,2801670.31,12.42
1577,427907.49,2801700.96,12.21
1578,427905.62,2801719.45,11.84
1579,427946.35,2801660.47,12.82
1580,427926.29,2801689.41,12.31
1581,427933.42,2801707.11,12.15
1582,427971.78,2801655.84,12.42
1583,427958.44,2801676.61,12.58
1584,427949.86,2801695.29,12.44
1585,427942.17,2801723.4,12.55
1586,427957.66,2801711.96,12.04
1587,427980.72,2801677.41,13.25
1588,427976.94,2801696.29,12.06
1589,428001.57,2801660.37,12.47
1590,427998.07,2801682.04,12.48
1591,427981.13,2801720.31,12.12
1592,428019.8,2801661.45,12.8
1593,428001.31,2801699.57,12.39
1594,428038.08,2801662.78,12.08
1595,428016.94,2801707.39,12.17
1596,428033.94,2801688.89,12.46
1597,428010.58,2801724.41,12.13
1598,428063.87,2801666.53,13.08
1599,428035.6,2801706.76,12.71
1600,428057.01,2801683.79,12.67
1601,428031.93,2801730.21,12.15
1602,428062.06,2801705.7,12.55
1603,428084.78,2801671.99,12.21
1604,428074.83,2801691.11,11.66
1605,428055.07,2801726.83,12.21
1606,428076.31,2801720.04,14.38
1607,428106.63,2801676.75,11.66
1608,428095.97,2801691.41,12.96
1609,428077.47,2801738.21,12.38
1610,428096.91,2801714.06,13.36
1611,428122.59,2801687.41,11.8
1612,428116.95,2801705.37,12.03
1613,428105.58,2801729.39,12.26
1614,428135.49,2801702.12,11.21
1615,428146.36,2801687.15,11.37
1616,428107.56,2801752.77,12.09
1617,428122.27,2801737.36,12.5
1618,428141.75,2801725.63,13.94
1619,428125.86,2801759.12,12
1620,428168.79,2801693.23,10.87
1621,428138.9,2801742.71,12.77
1622,428158.1,2801719.97,11.93
1623,428148.35,2801759.8,12.31
1624,428188.2,2801699.49,11.4
1625,428177.04,2801716.25,12.93
1626,428163.67,2801737.97,13.48
1627,428182.59,2801734.33,11.93
1628,428198.07,2801719.1,13.35
1629,428177.79,2801756.18,11.88
1630,428214.99,2801710.72,12.04
1631,428195.13,2801747.58,12.41
1632,428215.12,2801728.56,12.48
1633,428233.06,2801712.67,11.62
1634,428197.02,2801771.1,11.69
1635,428217.39,2801752.41,12.54
1636,428235.88,2801734.01,12.4
1637,428214.91,2801779.62,11.81
1638,428233.14,2801761.76,11.57
1639,428256.2,2801729.08,11.46
1640,428253.18,2801747.12,10.91
1641,428234.72,2801782.43,11.8
1642,428279.12,2801733.66,10.92
1643,428270.36,2801755.49,11.39
1644,428255.94,2801779.75,11.73
1645,428297.12,2801735.17,10.98
1646,428290.45,2801752.24,12.14
1647,428273.01,2801779.12,12.72
1648,428276.04,2801801.49,12.08
1649,428311.22,2801753.89,13.84
1650,428300.16,2801770.26,13.02
1651,428321.96,2801740.7,12.4
1652,428295.1,2801787.44,12.18
1653,428318.46,2801771.64,12.04
1654,428295.77,2801805.4,11.71
1655,428336.52,2801749.75,12.12
1656,428312.6,2801793,11.47
1657,428333.98,2801779.98,12.5
1658,428346.87,2801767.9,11.38
1659,428360.25,2801756.01,11.85
1660,428334.64,2801797.29,11.6
1661,428332.4,2801816.35,11.68
1662,428358.1,2801781.38,10.76
1663,428355.84,2801798.79,11.52
1664,428377.04,2801777.27,11.82
1665,428352.7,2801817.39,13.26
1666,428389.61,2801763.61,11.33
1667,428373.28,2801796.46,14.2
1668,428368.43,2801824.64,11.76
1669,428404.03,2801774.11,12.51
1670,428397.26,2801795.22,12.88
1671,428385.01,2801812.97,11.65
1672,428419.07,2801765.73,13.12
1673,428405.41,2801810.48,11.96
1674,428394.88,2801829.15,11.37
1675,428419.4,2801792.36,11.78
1676,428437.35,2801770.64,12.15
1677,428436.63,2801792.4,12.09
1678,428425.62,2801809.66,11.53
1679,428416.72,2801835.07,12.58
1680,428454.64,2801778.98,13.11
1681,428452.75,2801800.55,11.31
1682,428441.46,2801816.04,11.61
1683,428434.31,2801833.71,11.58
1684,428472.25,2801782.37,11.22
1685,428458.18,2801824.87,13.34
1686,428478.35,2801799.26,10.74
1687,428491.58,2801786.72,10.19
1688,428482.65,2801817.24,12.66
1689,428466.35,2801842.1,12.31
1690,428514.05,2801779.96,11.04
1691,428501.97,2801801.54,11.91
1692,428494.81,2801830.35,12.44
1693,428486,2801845.06,11.57
1694,428513.39,2801824.75,13.51
1695,428532.33,2801801.34,12.68
1696,428543.36,2801784.39,11.26
1697,428528.47,2801833.23,14.27
1698,428520.38,2801849.96,12.94
1699,428561.53,2801791.82,12.24
1700,428554.13,2801810.72,13.87
1701,428550.01,2801829.29,12.88
1702,428539.95,2801850.21,11.89
1703,428572.99,2801804.59,12.68
1704,428565.53,2801837.96,11.83
1705,428597.67,2801798.17,12.17
1706,428582.95,2801820.73,11.95
1707,428584.39,2801840.08,11.6
1708,428575.18,2801856.97,13.58
1709,428602.04,2801814.96,11.81
1710,428615.87,2801802.77,11.52
1711,428606.05,2801833.15,11.65
1712,428594.46,2801855.94,12.01
1713,428635.6,2801800.85,11.1
1714,428620.12,2801821.77,11.59
1715,428613.09,2801850.45,11.43
1716,428645.98,2801819.63,11
1717,428632.45,2801847.32,11.5
1718,428662.3,2801806.17,10.8
1719,428653.5,2801838.18,11.46
1720,428679.75,2801803.63,10.54
1721,428666.6,2801823.36,10.59
1722,428651.75,2801855.72,12.18
1723,428685.59,2801824.87,10.89
1724,428674.05,2801840.22,11.51
1725,428696.63,2801807.54,10.88
1726,428714.25,2801802.29,10.99
1727,428692.77,2801842.8,12.63
1728,428675.43,2801867.53,12.56
1729,428708.52,2801820.49,11.97
1730,428694.39,2801863.57,11.56
1731,428709.32,2801854.44,12
1732,428745.81,2801806.06,11.39
1733,428736.87,2801822.29,12.89
1734,428727.49,2801845.44,12.64
1735,428763.83,2801805.65,10.53
1736,428732.1,2801861.86,12.99
1737,428756,2801828.62,12.63
1738,428745.68,2801846.07,12.98
1739,428775.91,2801825.63,11.81
1740,428754.12,2801867.18,13.18
1741,428786.18,2801811.13,11.09
1742,428772.01,2801843.99,12.99
1743,428773.81,2801862.51,14.67
1744,428790.74,2801836.52,12.95
1745,428812.97,2801810,10.59
1746,428804.22,2801825.53,11.66
1747,428836.27,2801811.87,10.55
1748,428821.75,2801830.83,12.82
1749,428807.48,2801856.24,14.11
1750,428796.43,2801876.83,12.27
1751,428840.93,2801830.57,11.76
1752,428825.96,2801860.37,13.27
1753,428817.45,2801876.77,12.66
1754,428862.5,2801815.58,10.4
1755,428843.34,2801853.98,12.36
1756,428859.31,2801836.75,11.5
1757,428838.45,2801873.99,11.58
1758,428875.68,2801844.01,11.33
1759,428862.76,2801860.14,11.53
1760,428852.57,2801883.5,11.97
1761,428892.27,2801821.14,10.62
1762,428881.92,2801861.22,11.19
1763,428895.52,2801843.6,10.79
1764,428875.09,2801879.76,10.88
1765,428909.79,2801826.78,11.23
1766,428926.98,2801823.23,9.76
1767,428910.15,2801853.74,10.85
1768,428897.06,2801870.51,10.74
1769,428928.46,2801844.32,10.07
1770,428912.5,2801880.73,10.41
1771,428948.4,2801829.98,9.86
1772,428931.06,2801864.13,10.43
1773,428944.37,2801851.56,9.71
1774,428929.65,2801882,10.2
1775,428969.71,2801829.61,9.43
1776,428948.22,2801868.59,9.95
1777,428972.29,2801856.77,9.8
1778,428959.56,2801887.26,10.34
1779,428994.16,2801831.79,9.39
1780,428979.74,2801873.28,10.15
1781,428977.18,2801892.96,11.44
1782,429003.03,2801859.92,9.5
1783,429022.68,2801836.35,8.56
1784,428994,2801887.69,12.06
1785,429011.18,2801876.84,10.75
1786,429029.27,2801852.41,9.47
1787,429005.91,2801901.79,11.83
1788,429047.66,2801840.07,8.72
1789,429028.92,2801872.37,11.54
1790,429045.76,2801859.3,9.76
1791,429025.45,2801902.85,11.09
1792,429042.1,2801889.41,10.67
1793,429077.15,2801844.07,8.99
1794,429055.08,2801875.48,10.24
1795,429071.26,2801864.07,9.85
1796,429042.41,2801906.55,9.86
1797,429059.47,2801892.08,9.9
1798,429095.86,2801848.91,8.44
1799,429076.48,2801883.96,10.25
1800,429061.1,2801910.99,9.23
1801,429088.97,2801865.64,9.46
1802,429093.27,2801887.83,9.63
1803,429079.33,2801914.12,9.55
1804,429119.2,2801855.16,8.53
1805,429108.05,2801872.7,9.1
1806,429122.14,2801885.05,8.93
1807,429109.91,2801902.73,9.18
1808,429098.55,2801921.07,9.37
1809,429146.51,2801865.5,8.52
1810,429141.11,2801883.06,8.96
1811,429126.71,2801906.88,8.97
1812,429117.51,2801922.17,9.06
1813,429167.48,2801867.4,7.66
1814,429144.46,2801907.99,9.05
1815,429158.77,2801890.39,8.91
1816,429133.2,2801930.33,9.11
1817,429150.54,2801924.35,9.23
1818,429187.24,2801872.63,7.34
1819,429178.11,2801892.22,8.52
1820,429171.76,2801919.63,9.08
1821,429195.22,2801891.37,7.78
1822,429208.12,2801878.55,7.17
1823,429177.25,2801940.02,8.96
1824,429201.74,2801908.14,7.92
1825,429212.98,2801895.29,7.49
1826,429200,2801928.14,8.83
1827,429229.76,2801907.25,7.53
1828,429216.8,2801924.75,7.91
1829,429210.09,2801945.22,8.54
1830,429256.86,2801888.99,6.82
1831,429233.07,2801932.01,7.18
1832,429256.67,2801907.04,7.45
1833,429252.35,2801929.45,7.51
1834,429236.63,2801949.71,8.23
1835,429276.47,2801916.16,7.33
1836,429253.91,2801952.12,7.55
1837,429304.65,2801895.93,7.14
1838,429294.84,2801913.59,7.5
1839,429284.36,2801932.41,7.62
1840,429271.21,2801949.43,8.15
1841,429291.92,2801951.14,8.46
1842,429313.85,2801914.89,7.69
1843,429310.52,2801932.49,8.87
1844,429333.47,2801912.53,7.69
1845,429311.15,2801960.97,8.74
1846,429333.29,2801933.77,8.28
1847,429347.07,2801923.53,7.9
1848,429339.34,2801960.41,8.55
1849,429382.96,2801900.76,6.92
1850,429360.89,2801935.37,8.33
1851,429376.48,2801918.99,7.85
1852,429376.83,2801945.07,8.41
1853,429366.52,2801963.23,8.24
1854,429398.36,2801922.71,7.53
1855,429392.97,2801939.48,8.03
1856,429394.94,2801958.23,8.23
1857,429418.61,2801922.01,7.29
1858,429412.51,2801939.17,7.76
1859,429440.66,2801922.35,7.11
1860,429415.44,2801958.87,8.39
1861,429434.17,2801939.56,7.8
1862,429458.45,2801925.39,7.16
1863,429451.46,2801942.53,7.94
1864,429436.95,2801968.5,8.41
1865,429456.34,2801959.37,8.51
1866,429476.41,2801931.65,7.37
1867,429493.81,2801925.18,6.83
1868,429480.15,2801949.1,8.13
1869,429472.68,2801966.4,8.32
1870,429505.67,2801940.66,7.24
1871,429496.15,2801959.11,8.24
1872,429532.38,2801904.65,6.73
1873,429532.1,2801927.02,7.13
1874,429513.24,2801967.26,7.69
1875,429558.3,2801906.19,6.91
1876,429549.56,2801924.94,7.22
1877,429539.83,2801942.63,7.79
1878,429531.72,2801966.15,7.59
1879,429577.8,2801907.25,7.55
1880,429558.06,2801941.94,7.77
1881,429571.08,2801930.06,7.28
1882,429563.51,2801968.44,7.69
1883,429603,2801906.24,7.75
1884,429589.32,2801928.51,7.55
1885,429581.41,2801947.41,7.33
1886,429620.2,2801904.32,8.39
1887,429607.51,2801930.58,8.24
1888,429584.2,2801966.65,7.37
1889,429598.48,2801953.53,7.78
1890,429639.8,2801903.91,8.49
1891,429631.87,2801928.48,8.42
1892,429604.35,2801970.08,7.62
1893,429616.91,2801956.51,7.88
1894,429668.79,2801903.24,8.56
1895,429640.38,2801952.49,8.49
1896,429628.5,2801969.33,7.55
1897,429655.43,2801932.34,8.52
1898,429688.13,2801907.62,8.91
1899,429673.74,2801929.75,8.6
1900,429660.97,2801952.31,8.58
1901,429655.14,2801970.77,7.74
1902,429673.44,2801963.94,8.42
1903,429711.59,2801904.07,9.07
1904,429696.42,2801932.54,8.83
1905,429689.29,2801955.16,8.67
1906,429729.95,2801905.98,9.39
1907,429716.41,2801932.1,9.04
1908,429689.53,2801973.22,7.79
1909,429710.67,2801951.16,8.88
1910,429733.63,2801932.11,9.31
1911,429707.04,2801971.02,8.26
1912,429752.04,2801909.16,9.95
1913,429726.08,2801959.54,9.02
1914,429723.16,2801976.85,8.53
1915,429770.11,2801906.89,9.51
1916,429752.02,2801936.09,9.56
1917,429743.58,2801953.48,9.33
1918,429765.06,2801924.86,10.16
1919,429743.5,2801978.89,8.56
1920,429789.77,2801911.97,9.69
1921,429773.34,2801940.93,9.89
1922,429755.73,2801965.5,9.5
1923,429775.38,2801968.92,9.91
1924,429763.33,2801985.51,8.69
1925,429806.98,2801915.33,9.91
1926,429800.16,2801932.27,10.5
1927,429790.29,2801948.28,10.24
1928,429821.92,2801923.46,10.41
1929,429810.05,2801949.44,10.3
1930,429791.63,2801991.11,9.67
1931,429808.29,2801969.01,10.24
1932,429840.11,2801923.14,9.5
1933,429830.91,2801938.4,10.64
1934,429827.97,2801957.86,10.38
1935,429860.81,2801930.75,9.97
1936,429826.61,2801982.25,10.15
1937,429818.06,2801999,9.53
1938,429846.74,2801956.85,10.45
1939,429844.95,2801986.81,10.24
1940,429838.7,2802005.31,9.57
1941,429881.12,2801938.49,10.29
1942,429864.95,2801964.19,10.51
1943,429857.51,2802006.08,10.09
1944,429898.7,2801944.15,10.1
1945,429887,2801972.57,10.57
1946,429872.99,2801992.72,10.38
1947,429902.28,2801963.11,10.85
1948,429869.19,2802018.72,9.51
1949,429917.82,2801951.66,9.82
1950,429896.46,2801989.38,10.79
1951,429889.18,2802007.72,10.42
1952,429915.2,2801980.63,10.61
1953,429889.32,2802027.68,9.03
1954,429912.09,2801997.72,10.83
1955,429933.91,2801964.68,10.11
1956,429907.83,2802015.33,10.43
1957,429929.02,2801991.55,10.64
1958,429907.94,2802034.13,9.45
1959,429951.16,2801971.96,10.33
1960,429925.23,2802026.69,10.45
1961,429922.17,2802043.71,9.75
1962,429950.75,2802001.73,10.64
1963,429946.09,2802018.2,10.85
1964,429970,2801986.17,9.72
1965,429942.3,2802035.83,10.44
1966,429938.33,2802052.59,9.76
1967,429964.93,2802015.09,10.68
1968,429985.2,2801994.2,9.31
1969,429959.72,2802039.83,10.55
1970,429979.84,2802024.2,10.66
1971,429957.34,2802061.29,9.67
1972,429999.71,2802007.84,10.43
1973,429995.19,2802033.99,10.67
1974,429984.5,2802058.71,10.48
1975,430014.41,2802016.77,9.86
1976,429980.44,2802080.05,9.49
1977,430013.42,2802041.26,10.76
1978,430003.66,2802055.5,10.83
1979,429999.15,2802080.69,10.36
1980,430031.23,2802032.14,10.29
1981,430022.69,2802057.61,10.69
1982,430006.44,2802099.8,9.65
1983,430022.72,2802081.35,10.46
1984,430047.42,2802040.52,9.31
1985,430037.17,2802071.04,10.65
1986,430027.55,2802101.27,10.31
1987,430059.16,2802052.95,10.03
1988,430054.71,2802072.41,10.83
1989,430043.63,2802095.11,10.52
1990,430034.25,2802121.19,9.62
1991,430074.87,2802067.14,9.66
1992,430062.48,2802092.73,10.58
1993,430056.31,2802111.18,10.3
1994,430088.04,2802081.43,10.08
1995,430057.03,2802140.04,9.37
1996,430068.19,2802125.32,10.18
1997,430083.41,2802114.16,10.48
1998,430097.94,2802100.94,10.74
1999,430077.45,2802139.6,10.09
2000,430097.6,2802128.64,10.4
2001,430079.02,2802159.68,9.19
2002,430119.42,2802120.06,10.71
2003,430110.88,2802147.05,10.46
2004,430099.35,2802159.99,9.98
2005,430095.93,2802176.84,9.45
2006,430134.42,2802136.5,10.33
2007,430123.88,2802158.05,10.82
2008,430116.61,2802175.4,10.15
2009,430109.2,2802191.45,9.67
2010,430150.67,2802151.61,10.72
2011,430139.98,2802172.64,11.41
2012,430131.01,2802188.59,10.9
2013,430121.83,2802205,10.18
2014,430157.2,2802173.74,10.91
2015,430135.71,2802218.81,9.33
2016,430149.33,2802205.33,10.18
2017,430174.74,2802174.2,10.42
2018,430162.3,2802193.66,10.45
2019,430160.63,2802221.85,9.7
2020,430176.28,2802208.29,10.23
2021,430162.92,2802239.55,9.03
2022,430194.75,2802194.91,10.76
2023,430192.13,2802219.4,10.1
2024,430177.13,2802253.25,9.01
2025,430188.6,2802238,9.59
2026,430210.62,2802207.63,10.69
2027,430207.11,2802228.75,10.08
2028,430195.78,2802253.57,9.23
2029,430227.89,2802222.21,10.5
2030,430213.67,2802244.83,9.75
2031,430202.91,2802272.87,8.88
2032,430218.44,2802262.49,9.24
2033,430231.6,2802241.03,10.19
2034,430238.63,2802257.41,9.68
2035,430219.11,2802289.12,8.56
2036,430251.6,2802242.63,10.65
2037,430233.13,2802275.52,9.03
2038,430235.23,2802299.74,8.51
2039,430264.29,2802255.1,9.78
2040,430247.99,2802283.94,9.13
2041,430267.57,2802273.12,9.96
2042,430254.38,2802306.7,8.62
2043,430270.91,2802290.2,9.27
2044,430271.2,2802309.92,9.01
2045,430259.57,2802323.97,8.32
2046,430266.49,2802341.2,8.79
2047,430277.78,2802326.64,11.31
2048,430292.28,2802313.66,11.41
2049,430305.85,2802302.29,10.18
2050,430277.5,2802355.99,11.36
2051,430303.73,2802328.38,11.57
2052,430294.5,2802347.57,11.58
2053,430289.97,2802368.4,10.29
2054,430328.35,2802326.08,10.78
2055,430313.31,2802357.94,11.43
2056,430306.85,2802374.35,11.15
2057,430328.84,2802347.09,11.13
2058,430312.2,2802392.74,9.77
2059,430330.11,2802373.15,10.92
2060,430345.01,2802361.83,10.98
2061,430359.4,2802349.84,10.53
2062,430340.74,2802386.93,10.44
2063,430332.55,2802408.92,9.8
2064,430362,2802373.08,10.68
2065,430355.96,2802395.56,10.22
2066,430350.28,2802414.47,9.67
2067,430382.65,2802366.46,10.81
2068,430373.83,2802386.14,10.44
2069,430370,2802407.67,10.14
2070,430363.04,2802429.39,9.2
2071,430386.15,2802399.72,10.16
2072,430403.46,2802379.1,10.19
2073,430381.74,2802421.81,9.71
2074,430403.67,2802404.76,9.87
2075,430384.95,2802440.54,9.09
2076,430419.57,2802388.08,9.61
2077,430400.3,2802426.06,9.6
2078,430420.4,2802409.68,9.98
2079,430397.81,2802453.38,8.62
2080,430434.1,2802397.96,10.12
2081,430413.41,2802442.7,9.29
2082,430425.61,2802428.47,9.4
2083,430413.46,2802461.26,8.99
2084,430446.43,2802410.41,9.56
2085,430432.24,2802451.89,9.35
2086,430445.61,2802440.83,9.48
2087,430464.42,2802420.34,9.67
2088,430431.38,2802476.88,9.03
2089,430462.46,2802451.5,9.47
2090,430449.19,2802467.9,9.55
2091,430446.59,2802487.19,9.36
2092,430482.36,2802430.76,8.92
2093,430480.5,2802456.65,9.59
2094,430469.48,2802480.47,9.45
2095,430464.03,2802498.62,8.94
2096,430495.95,2802471.27,9.39
2097,430482.04,2802493.65,9.11
2098,430509.38,2802451.01,9.19
2099,430482.78,2802512.8,8.42
2100,430520.28,2802465.25,9.57
2101,430509.61,2802482.15,9.03
2102,430497.8,2802504.5,8.76
2103,430538.12,2802468.01,8.98
2104,430505.06,2802525.17,8.04
2105,430530.39,2802493.51,8.75
2106,430518.28,2802512.37,8.54
2107,430520.07,2802536.15,7.81
2108,430557.58,2802480.3,8.73
2109,430543.06,2802506.94,8.35
2110,430535.55,2802524.32,8.18
2111,430541.32,2802544.88,7.91
2112,430570.35,2802495.86,8.52
2113,430565.46,2802520.34,8.35
2114,430558.88,2802537.4,8.21
2115,430556.58,2802559.32,7.91
2116,430587.42,2802510.66,8.61
2117,430581.14,2802526.93,8.28
2118,430573.21,2802551.01,8.18
2119,430609.12,2802524.78,8.37
2120,430599.71,2802539.6,8.25
2121,430591.59,2802556.01,8.2
2122,430581.27,2802573.75,8.02
2123,430602.68,2802569.06,8.37
2124,430615.87,2802552.1,8.31
2125,430596.75,2802587.65,8.11
2126,430630.48,2802542.53,8.34
2127,430628.77,2802563.77,8.42
2128,430617.15,2802588.62,8.56
2129,430646.76,2802553.7,8.56
2130,430621.25,2802607,7.85
2131,430640.54,2802577.04,8.57
2132,430634.69,2802593.78,8.5
2133,430663.21,2802567.34,8.47
2134,430656.19,2802583.95,8.45
2135,430651.65,2802601.21,8.31
2136,430640.53,2802618.77,8.18
2137,430677.4,2802579.96,8.19
2138,430668.87,2802597.65,8.32
2139,430654.91,2802637.47,7.63
2140,430667.96,2802621.43,8.24
2141,430683.45,2802612.99,8.25
2142,430681.86,2802631.57,8.13
2143,430671.85,2802647.47,7.84
2144,430702.51,2802599.12,8.11
2145,430700.72,2802623.94,8.16
2146,430715.06,2802614.19,8.33
2147,430693.87,2802643.75,8.04
2148,430691.02,2802669.61,7.09
2149,430713.69,2802643.03,8.03
2150,430728.07,2802626.28,7.54
2151,430707.57,2802660.72,7.96
2152,430730.5,2802651.83,7.96
2153,430711.8,2802691.08,7.18
2154,430725.56,2802673.39,7.87
2155,430753.18,2802652.14,7.58
2156,430745.97,2802668.99,7.92
2157,430740.5,2802686.45,7.8
2158,430727.74,2802705.01,7.34
2159,430764.8,2802665.91,8.02
2160,430744.02,2802717.92,7.09
2161,430770.26,2802691.3,7.83
2162,430785.36,2802674.52,7.75
2163,430766.93,2802709.59,7.64
2164,430784.05,2802705.51,7.72
2165,430763.99,2802733.48,6.88
2166,430798.82,2802686.68,7.82
2167,430779.83,2802721.99,7.57
2168,430801.6,2802710.78,7.72
2169,430781.69,2802750.46,7.1
2170,430795.96,2802728.47,7.69
2171,430813.43,2802724.46,7.77
2172,430823.57,2802709.39,7.8
2173,430807.63,2802742.06,7.74
2174,430808.87,2802771.66,7.1
2175,430829.39,2802740.63,7.7
2176,430820.05,2802757.16,7.68
2177,430843.41,2802725.39,7.65
2178,430827.69,2802773.55,7.42
2179,430859.43,2802735.34,7.28
2180,430849.3,2802758.2,7.52
2181,430831.16,2802792.12,6.87
2182,430849.26,2802778.29,7.32
2183,430873.31,2802753.49,7.43
2184,430852.08,2802795.1,7.2
2185,430868.67,2802771.11,7.39
2186,430871.58,2802791.91,7.3
2187,430893.35,2802765.82,7.15
2188,430889.01,2802788.21,7.44
2189,430880.7,2802806.88,7.68
2190,430868.39,2802825.75,7.53
2191,430910.63,2802779.16,7.38
2192,430907.45,2802801.61,7.82
2193,430899.21,2802817.2,7.96
2194,430892.9,2802841.61,7.4
2195,430933.87,2802791.99,7.44
2196,430927.38,2802814.67,7.88
2197,430920.33,2802835.65,7.85
2198,430911.07,2802854.05,7.49
2199,430948.08,2802802.61,7.69
2200,430932.33,2802847.89,7.7
2201,430944.96,2802833.53,7.83
2202,430965.96,2802817.92,7.57
2203,430950.71,2802851.78,7.6
2204,430964.37,2802837.75,7.78
2205,430948.04,2802871.98,7.2
2206,430978.9,2802856.19,7.57
2207,430965.84,2802872.47,7.31
2208,430983.21,2802874.88,7.15
2209,430998.34,2802865.58,7.33
2210,430994.79,2802888.29,7.07
2211,431013.07,2802887.89,7.21
2212,431027.86,2802864.35,7.27
2213,431014.4,2802905.81,6.99
2214,431030.13,2802885.22,7.26
2215,431044.75,2802870.12,7.39
2216,431034.4,2802904.32,7.09
2217,431059.09,2802880.18,7.23
2218,431036.44,2802923.81,6.97
2219,431055.04,2802904.8,7.21
2220,431071.56,2802909.41,7.24
2221,431059.79,2802936.99,6.83
2222,431087.89,2802897.25,7.13
2223,431075.71,2802930.53,7
2224,431091.85,2802915.06,7.32
2225,431110.18,2802909.24,7.05
2226,431087.26,2802947.44,6.77
2227,431099.45,2802931.67,7
2228,431112.34,2802944.15,6.96
2229,431101.67,2802958.45,6.9
2230,431130.31,2802922.23,7.27
2231,431119.96,2802963.87,6.76
2232,431130.02,2802947.83,7.01
2233,431151.68,2802928.68,7.05
2234,431133.42,2802980.99,6.67
2235,431144.12,2802966.74,6.88
2236,431158.05,2802956.32,7.05
2237,431172.87,2802938.62,7
2238,431151.17,2802984.93,7.26
2239,431168.58,2802970.35,7.21
2240,431192.08,2802944.45,7.18
2241,431172.17,2802988.43,7.46
2242,431162.49,2803009.61,7.61
2243,431185.99,2802975.39,7.29
2244,431209.42,2802955.63,7.43
2245,431194.32,2802995.94,7.69
2246,431206.26,2802977.67,7.48
2247,431181.36,2803020.94,7.27
2248,431223.29,2802973.93,7.67
2249,431235.72,2802961.49,7.28
2250,431217.61,2802991.89,7.76
2251,431207.51,2803011.53,8.12
2252,431199.19,2803032.39,7.61
2253,431234.81,2802991.72,7.79
2254,431249.83,2802971.6,7.59
2255,431230.41,2803008.5,8.16
2256,431218.36,2803032.71,7.84
2257,431255.04,2802994.16,8
